B01REC,B03LU,B03MA,B03MI,B03JU,B03VI,B03SA,B03DO,B07A,B12,B16T,B26,E01A,E01B,E01C,E01H,ED01,ED02,ED03,ED0504,ED06C,ED08,ED10,e01aimde,e01hde,pobrezai,pobnopoi
"8,00","10,00","10,00","0,00","10,00","10,00","10,00","10,00","10,00","2,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","408,00",,"19,00","1,00","2.492.205,77","0,00","2,00","1,00"
"9,00","6,00","0,00","0,00","6,00","0,00","6,00","0,00","0,00","6,00","600.000,00","4,00","600.000,00","0,00","0,00","0,00","1,00","1,00","1,00","901,00",,"19,00","1,00","598.129,38","0,00","2,00","1,00"
"7,00","10,00","10,00","0,00","10,00","10,00","10,00","10,00","5,00","2,00","1.000.000,00","4,00","1.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","1,00","996.882,31","0,00","3,00","0,00"
"5,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","1,00","2,00","2.550.000,00","3,00","2.550.000,00","0,00","0,00","0,00","1,00","1,00","1,00","2.406,00","1,00","19,00","2,00","2.542.049,88","0,00","3,00","0,00"
"5,00","0,00","8,00","8,00","8,00","8,00","8,00","8,00","6,00","2,00","2.550.000,00","1,00","3.850.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","2,00","3.837.996,88","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","5,00","8,00","8,00","0,00","10,00","2,00","2.550.000,00","1,00","2.550.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.406,00","1,00","19,00","1,00","2.553.993,74","0,00","3,00","0,00"
"7,00","9,00","9,00","9,00","0,00","9,00","9,00","9,00","0,00","2,00","2.550.000,00","4,00","2.550.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","3,00","2.553.993,74","0,00","3,00","0,00"
"7,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","7,00","2,00","2.400.000,00","4,00","2.400.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","14,00","19,00","2,00","2.403.758,81","0,00","3,00","0,00"
"5,00","8,00","0,00","8,00","6,00","8,00","8,00","8,00","13,00","2,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","2.503.915,43","0,00","3,00","0,00"
"3,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","4,00","2,00","6.500.000,00","1,00","6.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","5,00","6.510.180,11","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","1,00","2,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","1,00","2.503.915,43","0,00","3,00","0,00"
"4,00","0,00","0,00","6,00","6,00","6,00","0,00","6,00","0,00","2,00","200.000,00","4,00","680.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.401,00","14,00","19,00","15,00","681.065,00","0,00","3,00","0,00"
"5,00","8,00","0,00","8,00","8,00","8,00","8,00","8,00","10,00","2,00","3.200.000,00","1,00","3.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","706,00",,"19,00","1,00","3.205.011,75","0,00","3,00","0,00"
"3,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","0,00","2,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.406,00","1,00","19,00","5,00","2.503.915,43","0,00","3,00","0,00"
"5,00","11,00","11,00","0,00","11,00","11,00","11,00","11,00","2,00","2,00","2.200.000,00","1,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.403,00","14,00","19,00","1,00","2.503.915,43","0,00","3,00","0,00"
"4,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","2,00","2,00","1.400.000,00","4,00","2.300.000,00","0,00","0,00","0,00","3,00","1,00","1,00","902,00",,"19,00","15,00","2.303.602,19","0,00","3,00","0,00"
"9,00","9,00","0,00","0,00","9,00","9,00","6,00","9,00","8,00","6,00","1.700.000,00","4,00","2.220.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.223.476,90","0,00","2,00","1,00"
"8,00","10,00","10,00","0,00","10,00","10,00","10,00","10,00","5,00","2,00","2.800.000,00","1,00","2.800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","604,00",,"19,00","1,00","2.804.385,28","0,00","3,00","0,00"
"9,00","10,00","10,00","0,00","10,00","10,00","10,00","10,00","2,00","2,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","1,00","2.503.915,43","0,00","3,00","0,00"
"4,00","10,00","10,00","10,00","0,00","10,00","10,00","10,00","4,00","2,00","3.650.000,00","3,00","3.650.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","3.655.716,52","0,00","3,00","0,00"
"1,00","8,00","8,00","0,00","4,00","8,00","8,00","8,00","3,00","2,00","2.800.000,00","1,00","2.800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.403,00","14,00","19,00","15,00","2.804.385,28","0,00","3,00","0,00"
"9,00","10,00","10,00","0,00","10,00","10,00","10,00","10,00","5,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","2.503.915,43","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","0,00","8,00","4,00","2,00","2.600.000,00","1,00","3.100.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","3.054.622,50","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","0,00","2,00","1.600.000,00","4,00","1.800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","3,00","1.773.651,77","0,00","3,00","0,00"
"9,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00","4,00","2,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","1.182.434,52","0,00","2,00","1,00"
"9,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","11,00","6,00","1.800.000,00","1,00","1.800.000,00","500.000,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","1.773.651,77","0,00","2,00","1,00"
"5,00","10,00","10,00","10,00","5,00","10,00","10,00","10,00","0,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","2,00","2.956.086,29","0,00","3,00","0,00"
"7,00","10,00","10,00","10,00","0,00","10,00","10,00","10,00","1,00","2,00","2.600.000,00","4,00","2.600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","305,00",,"19,00","1,00","2.561.941,45","0,00","2,00","1,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","12,00","2,00","2.600.000,00","4,00","3.600.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","3.547.303,54","0,00","3,00","0,00"
"9,00","9,30","9,00","9,00","5,00","9,00","9,00","9,00","0,00","2,00","2.400.000,00","3,00","2.400.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","1,00","2.364.869,03","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","10,00","2,00","1.600.000,00","4,00","1.990.000,00","0,00","0,00","0,00","1,00","2,00","1,00","302,00",,"19,00","1,00","1.960.870,57","0,00","3,00","0,00"
"9,00","9,00","9,00","9,00","0,00","9,00","9,00","9,00","7,00","2,00","2.000.000,00","3,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","15,00","1.993.764,61","0,00","3,00","0,00"
"8,00","9,00","11,00","10,00","0,00","11,00","0,00","12,00","10,00","2,00","3.600.000,00","3,00","3.600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","3.588.776,31","0,00","3,00","0,00"
"3,00","8,00","8,00","8,00","0,00","0,00","8,00","8,00","7,00","1,00","3.800.000,00","1,00","3.800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","1,00","19,00","2,00","3.788.152,77","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","0,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","1,00","19,00","2,00","2.492.205,77","0,00","3,00","0,00"
"8,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","12,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","408,00",,"19,00","15,00","2.492.205,77","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","10,00","2,00","2.200.000,00","3,00","3.700.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","3.688.464,54","0,00","3,00","0,00"
"5,00","0,00","8,00","8,00","8,00","8,00","8,00","8,00","10,00","2,00","3.000.000,00","3,00","3.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","14,00","3.000.000,00","0,00","3,00","0,00"
"4,00","0,00","10,00","10,00","10,00","10,00","10,00","10,00","0,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","1.202,00",,"19,00","2,00","2.500.000,00","0,00","3,00","0,00"
"7,00","0,00","9,00","9,00","9,00","9,00","9,00","9,00","10,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","902,00",,"19,00","2,00","3.000.000,00","0,00","3,00","0,00"
"8,00","0,00","8,00","12,00","12,00","12,00","12,00","12,00","30,00","2,00","4.000.000,00","4,00","7.000.000,00","0,00","0,00","0,00","4,00","1,00","1,00","305,00",,"19,00","1,00","7.000.000,00","0,00","3,00","0,00"
"9,00","0,00","0,00","5,00","0,00","5,00","0,00","5,00","0,00","6,00","1.800.000,00","4,00","1.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","409,00",,"19,00","1,00","1.800.000,00","0,00","3,00","0,00"
"7,00","0,00","8,00","8,00","8,00","8,00","8,00","8,00","1,00","2,00","2.550.000,00","3,00","2.550.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.401,00","14,00","19,00","14,00","2.550.000,00","0,00","3,00","0,00"
"2,00","0,00","0,00","10,00","10,00","10,00","10,00","10,00","25,00","1,00","10.000.000,00","1,00","10.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","10.000.000,00","0,00","3,00","0,00"
"2,00","0,00","0,00","8,00","8,00","8,00","8,00","8,00","25,00","1,00","5.000.000,00","1,00","5.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","5.000.000,00","0,00","3,00","0,00"
"5,00","11,00","11,00","11,00","11,00","11,00","11,00","11,00","0,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","2,00","2.500.000,00","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","0,00","8,00","8,00","5,00","2,00","2.320.000,00","1,00","4.820.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","4.827.548,94","0,00","3,00","0,00"
"1,00","6,00","6,00","6,00","0,00","0,00","6,00","6,00","10,00","1,00","2.550.000,00","1,00","2.550.000,00","500.000,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","2.553.993,74","0,00","3,00","0,00"
"2,00","6,00","6,00","6,00","0,00","0,00","6,00","6,00","2,00","1,00","3.210.000,00","2,00","3.210.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","3.215.027,41","0,00","3,00","0,00"
"5,00","11,00","11,00","0,00","6,00","11,00","11,00","11,00","20,00","2,00","2.550.000,00","4,00","2.730.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","1,00","2.734.275,65","0,00","3,00","0,00"
"5,00","11,00","11,00","0,00","0,00","0,00","11,00","11,00","1,00","2,00","2.550.000,00","4,00","2.730.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","1,00","2.734.275,65","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","6,00","8,00","0,00","8,00","9,00","2,00","2.600.000,00","1,00","4.100.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","14,00","19,00","5,00","4.106.421,30","0,00","3,00","0,00"
"5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","20,00","2,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","305,00",,"19,00","14,00","1.495.323,46","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","0,00","0,00","1,00","2.500.000,00","2,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","901,00",,"19,00","2,00","2.492.205,77","0,00","3,00","0,00"
"5,00","12,00","12,00","12,00","0,00","12,00","12,00","12,00","0,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.990.646,92","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","8,00","8,00","8,00","0,00","13,00","2,00","2.320.000,00","1,00","2.820.000,00","1.500.000,00","0,00","0,00","3,00","1,00","1,00","2.403,00","14,00","19,00","2,00","2.811.208,11","0,00","3,00","0,00"
"4,00","8,00","8,00","8,00","8,00","0,00","8,00","8,00","15,00","2,00","2.300.000,00","3,00","2.300.000,00","1.000.000,00","0,00","0,00","2,00","1,00","1,00","2.402,00","14,00","19,00","2,00","2.292.829,31","0,00","3,00","0,00"
"4,00","8,00","8,00","8,00","8,00","0,00","6,00","8,00","8,00","2,00","3.200.000,00","3,00","3.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","3.190.023,38","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","8,00","0,00","0,00","8,00","7,00","6,00","800.000,00","4,00","800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","14,00","797.505,85","0,00","3,00","0,00"
"5,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","16,00","1,00","2.300.000,00","1,00","2.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.301,00","6,00","19,00","2,00","2.292.829,31","0,00","3,00","0,00"
"4,00","8,00","8,00","8,00","8,00","0,00","0,00","8,00","20,00","7,00","3.000.000,00","3,00","3.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","2,00","2.990.646,92","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","0,00","8,00","8,00","0,00","2,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","15,00","1.495.323,46","0,00","3,00","0,00"
"3,00","8,00","8,00","8,00","8,00","0,00","0,00","8,00","0,00","1,00","3.500.000,00","1,00","3.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.406,00","1,00","19,00","2,00","3.489.088,08","0,00","3,00","0,00"
"5,00","0,00","10,00","10,00","10,00","10,00","10,00","10,00","14,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","306,00",,"19,00","1,00","2.492.205,77","0,00","3,00","0,00"
"9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","2,00","1.600.000,00","4,00","1.600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","902,00",,"19,00","2,00","1.595.011,69","0,00","3,00","0,00"
"9,00","12,00","0,00","12,00","12,00","12,00","12,00","12,00","2,00","2,00","2.000.000,00","4,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","1.993.764,61","0,00","3,00","0,00"
"5,00","10,00","0,00","6,00","10,00","10,00","10,00","10,00","8,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","408,00",,"19,00","1,00","2.492.205,77","0,00","3,00","0,00"
"5,00","9,00","0,00","9,00","9,00","9,00","9,00","9,00","10,00","2,00","1.800.000,00","4,00","2.580.000,00","0,00","0,00","0,00","2,00","1,00","1,00","407,00",,"19,00","1,00","2.571.956,35","0,00","3,00","0,00"
"7,00","11,00","0,00","11,00","11,00","11,00","11,00","11,00","17,00","2,00","3.120.000,00","4,00","3.120.000,00","0,00","0,00","0,00","2,00","1,00","1,00","902,00",,"19,00","2,00","3.110.272,80","0,00","3,00","0,00"
"5,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","0,00","2,00","1.000.000,00","4,00","1.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","306,00",,"19,00","1,00","996.882,31","0,00","1,00","1,00"
"9,00","4,00","0,00","4,00","4,00","4,00","4,00","4,00","3,00","2,00","2.500.000,00","4,00","3.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","407,00",,"19,00","6,00","3.788.152,77","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","2,00","2,00","0,00","4,00","1.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","304,00",,"19,00","14,00","1.495.323,46","0,00","3,00","0,00"
"7,00","10,00","10,00","0,00","10,00","10,00","10,00","10,00","1,00","2,00","2.320.000,00","1,00","2.320.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.321.815,34","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","1,00","2,00","2.000.000,00","1,00","2.000.000,00","1.500.000,00","0,00","0,00","3,00","1,00","1,00","407,00",,"19,00","14,00","2.001.564,95","0,00","3,00","0,00"
"5,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","23,00","1,00","1.200.000,00","1,00","1.200.000,00","0,00","0,00","0,00","3,00","1,00","1,00","1.604,00",,"19,00","6,00","1.200.938,97","0,00","3,00","0,00"
"9,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","3,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","407,00",,"19,00","15,00","2.501.956,18","0,00","3,00","0,00"
"8,00","8,00","8,00","8,00","8,00","0,00","8,00","8,00","5,00","2,00","2.800.000,00","4,00","3.710.000,00","0,00","0,00","0,00","4,00","1,00","1,00","408,00",,"19,00","2,00","3.655.693,37","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","0,00","8,00","8,00","2,00","2,00","2.800.000,00","4,00","3.710.000,00","0,00","0,00","0,00","4,00","1,00","1,00","303,00",,"19,00","6,00","3.655.693,37","0,00","3,00","0,00"
"1,00","8,30","8,30","8,30","8,30","0,00","5,00","8,30","13,00","2,00","5.250.000,00","1,00","6.810.000,00","0,00","0,00","0,00","1,00","1,00","1,00","502,00",,"19,00","2,00","6.710.315,87","0,00","3,00","0,00"
"8,00","10,00","10,00","10,00","10,00","0,00","0,00","0,00","7,00","2,00","3.500.000,00","1,00","3.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","3.448.767,33","0,00","3,00","0,00"
"9,00","11,00","11,00","11,00","11,00","0,00","0,00","0,00","1,00","2,00","1.500.000,00","3,00","1.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","902,00",,"19,00","14,00","1.478.043,14","0,00","3,00","0,00"
"1,00","8,00","8,00","8,00","8,00","0,00","8,00","8,00","14,00","2,00","5.760.000,00","1,00","6.760.000,00","0,00","0,00","0,00","4,00","1,00","1,00","2.003,00","7,00","19,00","5,00","6.661.047,77","0,00","3,00","0,00"
"9,00","5,00","0,00","0,00","0,00","0,00","0,00","5,00","0,00","6,00","500.000,00","4,00","500.000,00","0,00","0,00","0,00","4,00","1,00","1,00","407,00",,"19,00","6,00","492.681,05","0,00","3,00","0,00"
"8,00","9,30","9,30","9,30","9,30","0,00","4,30","0,00","4,00","2,00","3.150.000,00","4,00","3.150.000,00","0,00","0,00","0,00","4,00","1,00","1,00","303,00",,"19,00","1,00","3.103.890,60","0,00","3,00","0,00"
"8,00","9,00","9,00","9,00","9,00","0,00","9,00","9,00","10,00","2,00","3.120.000,00","4,00","3.120.000,00","0,00","0,00","0,00","4,00","1,00","1,00","302,00",,"19,00","2,00","3.074.329,74","0,00","3,00","0,00"
"8,00","9,00","9,00","9,00","9,00","0,00","9,00","9,00","20,00","2,00","2.600.000,00","4,00","2.600.000,00","0,00","0,00","0,00","4,00","1,00","1,00","305,00",,"19,00","2,00","2.561.941,45","0,00","3,00","0,00"
"8,00","8,00","0,00","5,00","8,00","8,00","8,00","8,00","30,00","2,00","2.600.000,00","1,00","2.600.000,00","0,00","0,00","0,00","4,00","1,00","1,00","606,00",,"19,00","2,00","2.591.894,00","0,00","3,00","0,00"
"8,00","8,00","0,00","5,00","8,00","8,00","8,00","8,00","2,00","2,00","2.600.000,00","1,00","2.600.000,00","0,00","0,00","0,00","4,00","1,00","1,00","903,00",,"19,00","6,00","2.591.894,00","0,00","3,00","0,00"
"1,00","10,00","0,00","0,00","10,00","10,00","10,00","10,00","12,00","2,00","9.100.000,00","1,00","9.600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.402,00","14,00","19,00","2,00","9.570.070,15","0,00","3,00","0,00"
"9,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00","2,00","1.875.000,00","4,00","1.875.000,00","0,00","0,00","0,00","4,00","1,00","1,00","306,00",,"19,00","2,00","1.869.154,33","0,00","3,00","0,00"
"8,00","11,00","0,00","5,00","11,00","11,00","11,00","11,00","9,00","2,00","3.000.000,00","1,00","3.650.000,00","0,00","0,00","0,00","4,00","1,00","1,00","407,00",,"19,00","2,00","3.638.620,42","0,00","3,00","0,00"
"9,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","5,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","4,00","1,00","1,00","302,00",,"19,00","2,00","2.492.205,77","0,00","3,00","0,00"
"9,00","12,00","0,00","12,00","12,00","12,00","12,00","12,00","10,00","2,00","12.000.000,00","4,00","13.000.000,00","0,00","0,00","0,00","4,00","1,00","1,00","903,00",,"19,00","2,00","12.959.469,99","0,00","3,00","0,00"
"8,00","10,00","0,00","5,00","1,00","10,00","10,00","10,00","8,00","2,00","4.000.000,00","1,00","4.000.000,00","0,00","0,00","0,00","1,00","1,00","1,00","409,00",,"19,00","2,00","3.987.529,23","0,00","3,00","0,00"
"8,00","10,00","0,00","5,00","10,00","10,00","10,00","10,00","6,00","2,00","4.000.000,00","4,00","4.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","2,00","3.987.529,23","0,00","3,00","0,00"
"9,00","0,00","0,00","0,00","3,00","0,00","0,00","0,00","8,00","6,00","200.000,00","4,00","200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","408,00",,"19,00","1,00","199.376,46","0,00","3,00","0,00"
"9,00","8,00","0,00","8,00","8,00","8,00","8,00","8,00","27,00","6,00","1.200.000,00","4,00","1.980.000,00","0,00","0,00","0,00","4,00","1,00","1,00","304,00",,"19,00","1,00","1.998.752,96","0,00","3,00","0,00"
"9,00","4,00","0,00","0,00","4,00","4,00","4,00","4,00","8,00","1,00","650.000,00","3,00","650.000,00","0,00","0,00","0,00","4,00","1,00","1,00","303,00",,"19,00","6,00","656.156,28","0,00","3,00","0,00"
"5,00","12,00","6,00","12,00","12,00","12,00","12,00","12,00","1,00","2,00","1.000.000,00","4,00","1.750.000,00","0,00","0,00","0,00","2,00","1,00","1,00","901,00",,"19,00","14,00","1.766.574,59","0,00","3,00","0,00"
"5,00","11,00","0,00","11,00","11,00","11,00","11,00","11,00","0,00","6,00","1.000.000,00","4,00","1.650.000,00","0,00","0,00","0,00","2,00","1,00","1,00","408,00",,"19,00","14,00","1.665.627,47","0,00","3,00","0,00"
"8,00","9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","1.900.000,00","4,00","1.900.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","1,00","1.917.995,26","0,00","2,00","1,00"
"9,00","8,30","0,00","6,00","8,30","8,30","8,30","8,30","16,00","6,00","1.200.000,00","4,00","1.850.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","1,00","1.867.521,71","0,00","2,00","1,00"
"9,00","8,00","0,00","0,00","8,00","0,00","8,00","0,00","16,00","6,00","1.200.000,00","4,00","1.440.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","1,00","1.453.638,52","0,00","3,00","0,00"
"8,00","10,00","0,00","5,00","10,00","10,00","10,00","10,00","15,00","2,00","1.800.000,00","4,00","31.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","306,00",,"19,00","1,00","32.101.183,90","0,00","3,00","0,00"
"9,00","10,00","0,00","10,00","10,00","10,00","10,00","10,00","1,00","2,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","1,00","1.514.206,79","0,00","3,00","0,00"
"7,00","10,00","0,00","10,00","10,00","10,00","10,00","10,00","2,00","2,00","2.000.000,00","4,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.018.942,38","0,00","3,00","0,00"
"7,00","12,00","12,00","12,00","0,00","5,00","12,00","12,00","1,00","2,00","2.400.000,00","4,00","2.400.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","1,00","2.372.179,29","0,00","3,00","0,00"
"2,00","8,00","8,00","8,00","0,00","8,00","8,00","8,00","2,00","2,00","2.600.000,00","1,00","4.650.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","1,00","19,00","5,00","4.596.097,37","0,00","3,00","0,00"
"1,00","6,00","6,00","6,00","0,00","0,00","6,00","6,00","4,00","1,00","3.300.000,00","3,00","3.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","5,00","3.261.746,52","0,00","3,00","0,00"
"7,00","12,00","12,00","12,00","0,00","6,00","12,00","12,00","8,00","2,00","4.000.000,00","4,00","5.300.000,00","0,00","0,00","0,00","1,00","1,00","1,00","902,00",,"19,00","14,00","5.238.562,60","0,00","3,00","0,00"
"5,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","26,00","1,00","9.200.000,00","1,00","9.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.302,00","6,00","19,00","2,00","9.093.353,94","0,00","3,00","0,00"
"9,00","12,00","12,00","12,00","0,00","12,00","12,00","12,00","0,00","2,00","2.600.000,00","4,00","3.900.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","14,00","3.854.791,35","0,00","3,00","0,00"
"2,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","3,00","2,00","4.000.000,00","9,00","4.000.000,00","500.000,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","3.953.632,15","0,00","3,00","0,00"
"9,00","5,00","10,00","0,00","0,00","0,00","0,00","0,00","10,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","304,00",,"19,00","14,00","2.965.224,11","0,00","3,00","0,00"
"9,00","2,00","2,00","2,00","0,00","2,00","2,00","2,00","12,00","6,00","500.000,00","4,00","500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","302,00",,"19,00","14,00","494.204,02","0,00","3,00","0,00"
